@relation kpi_negocio

@attribute negocio {Sam´s Club, Superama, Walmart,eCommerce}
@attribute kpi {Description,Header}
@attribute departamento {46,	92,	9,	15,	3,	32,	26,	12,	6,	49,	21,	58,	7,	1,	50,	47,	18,	10,	41,	4,	19,	36,	13,	5,	22,	16,	53,	2,	17,	31,	60,	40,	11,	54,	20,	28,	14,	8,	51}
@attribute resultado real

@data
Sam´s Club,Header,CORTINAS Y PERSIANAS,89
Sam´s Club,Header,CORTINAS Y PERSIANAS,77
Sam´s Club,Header,CORTINAS Y PERSIANAS,83
Sam´s Club,Header,CORTINAS Y PERSIANAS,96
Sam´s Club,Header,CORTINAS Y PERSIANAS,95
Sam´s Club,Header,CORTINAS Y PERSIANAS,83
Sam´s Club,Header,CORTINAS Y PERSIANAS,70
Sam´s Club,Header,CORTINAS Y PERSIANAS,100
Sam´s Club,Header,CORTINAS Y PERSIANAS,51
Sam´s Club,Header,DEPORTES,97
Sam´s Club,Header,DEPORTES,62
Sam´s Club,Header,DEPORTES,84
Sam´s Club,Header,DEPORTES,86
Sam´s Club,Header,DEPORTES,79
Sam´s Club,Header,DEPORTES,62
Sam´s Club,Header,DEPORTES,89
Sam´s Club,Header,DEPORTES,85
Sam´s Club,Header,DEPORTES,81
Sam´s Club,Header,DEPORTES,72
Sam´s Club,Header,DEPORTES,80
Sam´s Club,Header,DEPORTES,84
Sam´s Club,Header,DEPORTES,56
Sam´s Club,Header,DEPORTES,69
Sam´s Club,Header,DEPORTES,66
Sam´s Club,Header,DEPORTES,100
Sam´s Club,Header,DEPORTES,89
Sam´s Club,Header,DEPORTES,90
Sam´s Club,Header,DEPORTES,88
Sam´s Club,Header,ACCESORIOS PARA DAMAS,84
Sam´s Club,Header,ACCESORIOS PARA DAMAS,91
Sam´s Club,Header,ACCESORIOS PARA DAMAS,79
Sam´s Club,Header,ACCESORIOS PARA DAMAS,93
Sam´s Club,Header,ACCESORIOS PARA DAMAS,68
Sam´s Club,Header,ACCESORIOS PARA DAMAS,84
Sam´s Club,Header,ACCESORIOS PARA DAMAS,88
Sam´s Club,Header,ACCESORIOS PARA DAMAS,89
Sam´s Club,Header,ACCESORIOS PARA DAMAS,90
Sam´s Club,Header,ACCESORIOS PARA DAMAS,67
Sam´s Club,Header,ACCESORIOS PARA DAMAS,86
Sam´s Club,Header,ACCESORIOS PARA DAMAS,83
Sam´s Club,Header,ACCESORIOS PARA DAMAS,90
Sam´s Club,Header,ACCESORIOS PARA DAMAS,68
Sam´s Club,Header,PINTURAS Y ACCESORIOS,81
Sam´s Club,Header,PINTURAS Y ACCESORIOS,92
Sam´s Club,Header,PINTURAS Y ACCESORIOS,93
Sam´s Club,Header,PINTURAS Y ACCESORIOS,76
Sam´s Club,Header,PINTURAS Y ACCESORIOS,80
Sam´s Club,Header,PINTURAS Y ACCESORIOS,86
Sam´s Club,Header,PINTURAS Y ACCESORIOS,89
Sam´s Club,Header,PINTURAS Y ACCESORIOS,92
Sam´s Club,Header,PINTURAS Y ACCESORIOS,81
Sam´s Club,Header,PINTURAS Y ACCESORIOS,90
Sam´s Club,Header,PINTURAS Y ACCESORIOS,93
Sam´s Club,Header,PINTURAS Y ACCESORIOS,76
Sam´s Club,Header,PINTURAS Y ACCESORIOS,82
Sam´s Club,Header,PINTURAS Y ACCESORIOS,93
Sam´s Club,Header,PINTURAS Y ACCESORIOS,56
Sam´s Club,Header,PINTURAS Y ACCESORIOS,96
Sam´s Club,Header,FERRETERIA,88
Sam´s Club,Header,FERRETERIA,93
Sam´s Club,Header,FERRETERIA,61
Sam´s Club,Header,FERRETERIA,85
Sam´s Club,Header,FERRETERIA,78
Sam´s Club,Header,FERRETERIA,92
Sam´s Club,Header,FERRETERIA,71
Sam´s Club,Header,FERRETERIA,73
Sam´s Club,Header,FERRETERIA,87
Sam´s Club,Header,FERRETERIA,96
Sam´s Club,Header,FERRETERIA,88
Sam´s Club,Header,FERRETERIA,65
Sam´s Club,Header,FERRETERIA,58
Sam´s Club,Header,FERRETERIA,89
Sam´s Club,Header,FERRETERIA,86
Sam´s Club,Header,FERRETERIA,73
Sam´s Club,Header,FERRETERIA,80
Sam´s Club,Header,FERRETERIA,78
Sam´s Club,Header,FERRETERIA,87
Sam´s Club,Header,SENUELOS (PESCA) SUBDIV:DPT09,86
Sam´s Club,Header,SENUELOS (PESCA) SUBDIV:DPT09,100
Sam´s Club,Header,SENUELOS (PESCA) SUBDIV:DPT09,87
Sam´s Club,Header,SENUELOS (PESCA) SUBDIV:DPT09,84
Sam´s Club,Header,SENUELOS (PESCA) SUBDIV:DPT09,68
Sam´s Club,Header,SENUELOS (PESCA) SUBDIV:DPT09,80
Sam´s Club,Header,SENUELOS (PESCA) SUBDIV:DPT09,74
Sam´s Club,Header,SENUELOS (PESCA) SUBDIV:DPT09,97
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,96
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,93
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,83
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,91
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,82
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,96
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,93
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,92
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,91
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,86
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,89
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,81
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,89
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,89
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,90
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,85
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,91
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,94
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,90
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,97
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,89
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,91
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,93
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,89
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,91
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,87
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,87
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,95
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,87
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,98
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,96
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,80
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,80
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,86
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,87
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,92
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,93
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,87
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,98
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,96
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,91
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,100
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,93
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,98
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,91
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,100
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,87
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,100
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,91
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,96
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,100
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,96
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,87
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,100
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,87
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,100
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,92
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,100
Sam´s Club,Header,INGRESO SERVICIOS OPTICA,97
Sam´s Club,Header,ELECTRODOMESTICOS,80
Sam´s Club,Header,ELECTRODOMESTICOS,62
Sam´s Club,Header,ELECTRODOMESTICOS,85
Sam´s Club,Header,ELECTRODOMESTICOS,83
Sam´s Club,Header,ELECTRODOMESTICOS,97
Sam´s Club,Header,ELECTRODOMESTICOS,87
Sam´s Club,Header,ELECTRODOMESTICOS,93
Sam´s Club,Header,ELECTRODOMESTICOS,96
Sam´s Club,Header,ELECTRODOMESTICOS,92
Sam´s Club,Header,ELECTRODOMESTICOS,85
Sam´s Club,Header,ELECTRODOMESTICOS,76
Sam´s Club,Header,ELECTRODOMESTICOS,87
Sam´s Club,Header,ELECTRODOMESTICOS,97
Sam´s Club,Header,ELECTRODOMESTICOS,99
Sam´s Club,Header,ELECTRODOMESTICOS,77
Sam´s Club,Header,ELECTRODOMESTICOS,62
Sam´s Club,Header,ELECTRODOMESTICOS,100
Sam´s Club,Header,ELECTRODOMESTICOS,83
Sam´s Club,Header,ELECTRODOMESTICOS,73
Sam´s Club,Header,ELECTRONICA,88
Sam´s Club,Header,ELECTRONICA,88
Sam´s Club,Header,ELECTRONICA,95
Sam´s Club,Header,ELECTRONICA,98
Sam´s Club,Header,ELECTRONICA,81
Sam´s Club,Header,ELECTRONICA,99
Sam´s Club,Header,ELECTRONICA,93
Sam´s Club,Header,ELECTRONICA,94
Sam´s Club,Header,ELECTRONICA,84
Sam´s Club,Header,ELECTRONICA,92
Sam´s Club,Header,ELECTRONICA,97
Sam´s Club,Header,ELECTRONICA,100
Sam´s Club,Header,ELECTRONICA,86
Sam´s Club,Header,ELECTRONICA,100
Sam´s Club,Header,ELECTRONICA,89
Sam´s Club,Header,ELECTRONICA,93
Sam´s Club,Header,ELECTRONICA,86
Sam´s Club,Header,ELECTRONICA,69
Sam´s Club,Header,ELECTRONICA,74
Sam´s Club,Header,ELECTRONICA,82
Sam´s Club,Header,ELECTRONICA,82
Sam´s Club,Header,BEBES,96
Sam´s Club,Header,BEBES,98
Sam´s Club,Header,BEBES,87
Sam´s Club,Header,FOTOGRAFIA,83
Sam´s Club,Header,FOTOGRAFIA,90
Sam´s Club,Header,FOTOGRAFIA,88
Sam´s Club,Header,FOTOGRAFIA,79
Sam´s Club,Header,FOTOGRAFIA,90
Sam´s Club,Header,FOTOGRAFIA,79
Sam´s Club,Header,FOTOGRAFIA,89
Sam´s Club,Header,ARTICULOS DE TOCADOR ,86
Sam´s Club,Header,ARTICULOS DE TOCADOR ,97
Sam´s Club,Header,ARTICULOS DE TOCADOR ,93
Sam´s Club,Header,ARTICULOS DE TOCADOR ,96
Sam´s Club,Header,ARTICULOS DE TOCADOR ,90
Sam´s Club,Header,ARTICULOS DE TOCADOR ,92
Sam´s Club,Header,ARTICULOS DE TOCADOR ,89
Sam´s Club,Header,ARTICULOS DE TOCADOR ,93
Sam´s Club,Header,ARTICULOS DE TOCADOR ,96
Sam´s Club,Header,ARTICULOS DE TOCADOR ,100
Sam´s Club,Header,ARTICULOS DE TOCADOR ,95
Sam´s Club,Header,ARTICULOS DE TOCADOR ,100
Sam´s Club,Header,ARTICULOS DE TOCADOR ,87
Sam´s Club,Header,ARTICULOS DE TOCADOR ,89
Sam´s Club,Header,ARTICULOS DE TOCADOR ,86
Sam´s Club,Header,ARTICULOS DE TOCADOR ,85
Sam´s Club,Header,ARTICULOS DE TOCADOR ,98
Sam´s Club,Header,ARTICULOS DE TOCADOR ,97
Sam´s Club,Header,ARTICULOS DE TOCADOR ,85
Sam´s Club,Header,ARTICULOS DE TOCADOR ,83
Sam´s Club,Header,ARTICULOS DE TOCADOR ,91
Sam´s Club,Header,ARTICULOS DE TOCADOR ,95
Sam´s Club,Header,ARTICULOS DE TOCADOR ,97
Sam´s Club,Header,ARTICULOS DE TOCADOR ,96
Sam´s Club,Header,ARTICULOS DE TOCADOR ,100
Sam´s Club,Header,ARTICULOS DE TOCADOR ,92
Sam´s Club,Header,ARTICULOS DE TOCADOR ,92
Sam´s Club,Header,ARTICULOS DE TOCADOR ,100
Sam´s Club,Header,ARTICULOS DE TOCADOR ,91
Sam´s Club,Header,ARTICULOS DE TOCADOR ,96
Sam´s Club,Header,MUEBLES,87
Sam´s Club,Header,MUEBLES,75
Sam´s Club,Header,MUEBLES,91
Sam´s Club,Header,MUEBLES,81
Sam´s Club,Header,MUEBLES,82
Sam´s Club,Header,MUEBLES,100
Sam´s Club,Header,MUEBLES,75
Sam´s Club,Header,MUEBLES,82
Sam´s Club,Header,MUEBLES,68
Sam´s Club,Header,MUEBLES,83
Sam´s Club,Header,MUEBLES,84
Sam´s Club,Header,MUEBLES,69
Sam´s Club,Header,MUEBLES,93
Sam´s Club,Header,ARTICULOS PARA EL HOGAR,81
Sam´s Club,Header,ARTICULOS PARA EL HOGAR,91
Sam´s Club,Header,ARTICULOS PARA EL HOGAR,90
Sam´s Club,Header,ARTICULOS PARA EL HOGAR,98
Sam´s Club,Header,ARTICULOS PARA EL HOGAR,93
Sam´s Club,Header,ARTICULOS PARA EL HOGAR,90
Sam´s Club,Header,ARTICULOS PARA EL HOGAR,73
Sam´s Club,Header,ARTICULOS PARA EL HOGAR,99
Sam´s Club,Header,ARTICULOS PARA EL HOGAR,73
Sam´s Club,Header,ARTICULOS PARA EL HOGAR,83
Sam´s Club,Header,ARTICULOS PARA EL HOGAR,80
Sam´s Club,Header,ARTICULOS PARA EL HOGAR,73
Sam´s Club,Header,ARTICULOS PARA EL HOGAR,93
Sam´s Club,Header,ARTICULOS PARA EL HOGAR,83
Sam´s Club,Header,ARTICULOS PARA EL HOGAR,89
Sam´s Club,Header,ARTICULOS PARA EL HOGAR,94
Sam´s Club,Header,ABRIGOS Y CHAMARRAS,85
Sam´s Club,Header,ABRIGOS Y CHAMARRAS,62
Sam´s Club,Header,ABRIGOS Y CHAMARRAS,97
Sam´s Club,Header,ABRIGOS Y CHAMARRAS,95
Sam´s Club,Header,ABRIGOS Y CHAMARRAS,90
Sam´s Club,Header,ABRIGOS Y CHAMARRAS,100
Sam´s Club,Header,JUGUETERIA,72
Sam´s Club,Header,JUGUETERIA,93
Sam´s Club,Header,JUGUETERIA,69
Sam´s Club,Header,JUGUETERIA,92
Sam´s Club,Header,JUGUETERIA,85
Sam´s Club,Header,JUGUETERIA,90
Sam´s Club,Header,JUGUETERIA,86
Sam´s Club,Header,JUGUETERIA,93
Sam´s Club,Header,JUGUETERIA,89
Sam´s Club,Header,JUGUETERIA,92
Sam´s Club,Header,APARELOHS GRANDES,93
Sam´s Club,Header,APARELOHS GRANDES,83
Sam´s Club,Header,APARELOHS GRANDES,83
Sam´s Club,Header,APARELOHS GRANDES,98
Sam´s Club,Header,APARELOHS GRANDES,100
Sam´s Club,Header,APARELOHS GRANDES,97
Sam´s Club,Header,APARELOHS GRANDES,87
Sam´s Club,Header,APARELOHS GRANDES,98
Sam´s Club,Header,APARELOHS GRANDES,100
Sam´s Club,Header,APARELOHS GRANDES,100
Sam´s Club,Header,APARELOHS GRANDES,100
Sam´s Club,Header,APARELOHS GRANDES,82
Sam´s Club,Header,APARELOHS GRANDES,100
Sam´s Club,Header,JOYERIA SUBDIV:DPT32,73
Sam´s Club,Header,JOYERIA SUBDIV:DPT32,82
Sam´s Club,Header,JOYERIA SUBDIV:DPT32,71
Sam´s Club,Header,JOYERIA,80
Sam´s Club,Header,JOYERIA,91
Sam´s Club,Header,JOYERIA,71
Sam´s Club,Header,JOYERIA,76
Sam´s Club,Header,JOYERIA,97
Sam´s Club,Header,JOYERIA,96
Sam´s Club,Header,JOYERIA,69
Sam´s Club,Header,JOYERIA,100
Sam´s Club,Header,JOYERIA,78
Sam´s Club,Header,JOYERIA,84
Sam´s Club,Header,JOYERIA,84
Sam´s Club,Header,JOYERIA,68
Sam´s Club,Header,JOYERIA,100
Sam´s Club,Header,JOYERIA,94
Sam´s Club,Header,ARTICULOS DE TEMPORADA,92
Sam´s Club,Header,ARTICULOS DE TEMPORADA,93
Sam´s Club,Header,ARTICULOS DE TEMPORADA,92
Sam´s Club,Header,ARTICULOS DE TEMPORADA,96
Sam´s Club,Header,ARTICULOS DE TEMPORADA,93
Sam´s Club,Header,ARTICULOS DE TEMPORADA,99
Sam´s Club,Header,ARTICULOS DE TEMPORADA,96
Sam´s Club,Header,ARTICULOS DE TEMPORADA,100
Sam´s Club,Header,ARTICULOS DE TEMPORADA,100
Sam´s Club,Header,ARTICULOS DE TEMPORADA,100
Sam´s Club,Header,ABARROTES BASICOS,45
Sam´s Club,Header,ABARROTES BASICOS,45
Sam´s Club,Header,ABARROTES BASICOS,64
Sam´s Club,Header,ABARROTES BASICOS,51
Sam´s Club,Header,ABARROTES BASICOS,47
Sam´s Club,Header,ABARROTES BASICOS,47
eCommerce,Header,PAPELERIA,100
eCommerce,Header,PAPELERIA,75.23
eCommerce,Header,PAPELERIA,92.49
eCommerce,Header,PAPELERIA,100
eCommerce,Header,PAPELERIA,74.66
eCommerce,Header,PAPELERIA,51.11
eCommerce,Header,PAPELERIA,44.44
eCommerce,Header,PAPELERIA,75.55
eCommerce,Header,PAPELERIA,46.66
eCommerce,Header,PAPELERIA,82.22
eCommerce,Header,PAPELERIA,71.11
eCommerce,Header,PAPELERIA,91.76
eCommerce,Header,PAPELERIA,93.88
eCommerce,Header,PAPELERIA,100
eCommerce,Header,PAPELERIA,90.66
eCommerce,Header,PAPELERIA,82.22
eCommerce,Header,PAPELERIA,100
eCommerce,Header,PAPELERIA,100
eCommerce,Header,PAPELERIA,100
eCommerce,Header,PAPELERIA,96.94
eCommerce,Header,PAPELERIA,100
eCommerce,Header,PAPELERIA,95.55
eCommerce,Header,PAPELERIA,100
eCommerce,Header,PAPELERIA,86.66
eCommerce,Header,PAPELERIA,86.66
eCommerce,Header,PAPELERIA,82.22
eCommerce,Header,PAPELERIA,77.77
eCommerce,Header,PAPELERIA,91.11
eCommerce,Header,PAPELERIA,88.88
eCommerce,Header,PAPELERIA,100
eCommerce,Header,PAPELERIA,100
eCommerce,Header,PAPELERIA,100
eCommerce,Header,PAPELERIA,68.88
eCommerce,Header,ELECTRONICA,82.1
eCommerce,Header,ELECTRONICA,89.25
eCommerce,Header,ELECTRONICA,83.33
eCommerce,Header,ELECTRONICA,83.2
eCommerce,Header,ELECTRONICA,91.11
eCommerce,Header,ELECTRONICA,98.69
eCommerce,Header,ELECTRONICA,61.52
eCommerce,Header,ELECTRONICA,53.89
eCommerce,Header,ELECTRONICA,60.86
eCommerce,Header,ELECTRONICA,53.43
eCommerce,Header,ELECTRONICA,54.93
eCommerce,Header,ELECTRONICA,65.01
eCommerce,Header,ELECTRONICA,55.14
eCommerce,Header,ELECTRONICA,52.58
eCommerce,Header,ELECTRONICA,64.99
eCommerce,Header,ELECTRONICA,60.73
eCommerce,Header,ELECTRONICA,48.03
eCommerce,Header,ELECTRONICA,73.09
eCommerce,Header,ELECTRONICA,72.37
eCommerce,Header,ELECTRONICA,75.65
eCommerce,Header,ELECTRONICA,52.21
eCommerce,Header,ELECTRONICA,81.47
eCommerce,Header,ELECTRONICA,81.58
eCommerce,Header,ELECTRONICA,70.29
eCommerce,Header,ELECTRONICA,69.94
eCommerce,Header,ELECTRONICA,60.19
eCommerce,Header,ELECTRONICA,68.14
eCommerce,Header,ELECTRONICA,62.64
eCommerce,Header,ELECTRONICA,76.75
eCommerce,Header,ELECTRONICA,57.07
eCommerce,Header,ELECTRONICA,78.6
eCommerce,Header,ELECTRONICA,73.46
eCommerce,Header,ELECTRONICA,61.8
eCommerce,Header,ELECTRONICA,75.55
eCommerce,Header,ELECTRONICA,83.32
eCommerce,Header,ELECTRONICA,81.48
eCommerce,Header,ELECTRONICA,79.87
eCommerce,Header,ELECTRONICA,78.17
eCommerce,Header,ELECTRONICA,78.14
eCommerce,Header,ELECTRONICA,43.33
eCommerce,Header,ELECTRONICA,91.1
eCommerce,Header,ELECTRONICA,60
eCommerce,Header,ELECTRONICA,73.73
eCommerce,Header,ELECTRONICA,68.33
eCommerce,Header,ELECTRONICA,58.88
eCommerce,Header,ELECTRONICA,97.03
eCommerce,Header,ELECTRONICA,54.21
eCommerce,Header,ELECTRONICA,58.88
eCommerce,Header,ELECTRONICA,66.66
eCommerce,Header,ELECTRONICA,94.66
eCommerce,Header,ELECTRONICA,57.77
eCommerce,Header,ELECTRONICA,73.01
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,69.62
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,81.47
eCommerce,Header,ELECTRONICA,99.25
eCommerce,Header,ELECTRONICA,90.21
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,75.55
eCommerce,Header,ELECTRONICA,63.33
eCommerce,Header,ELECTRONICA,88.88
eCommerce,Header,ELECTRONICA,94.07
eCommerce,Header,ELECTRONICA,75.55
eCommerce,Header,ELECTRONICA,77.77
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,98.88
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,92.5
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,77.77
eCommerce,Header,ELECTRONICA,31.11
eCommerce,Header,ELECTRONICA,42.21
eCommerce,Header,ELECTRONICA,80.31
eCommerce,Header,ELECTRONICA,77.77
eCommerce,Header,ELECTRONICA,91.51
eCommerce,Header,ELECTRONICA,88.44
eCommerce,Header,ELECTRONICA,92.59
eCommerce,Header,ELECTRONICA,82.22
eCommerce,Header,ELECTRONICA,83.77
eCommerce,Header,ELECTRONICA,88.88
eCommerce,Header,ELECTRONICA,82.22
eCommerce,Header,ELECTRONICA,88.44
eCommerce,Header,ELECTRONICA,91.11
eCommerce,Header,ELECTRONICA,89.13
eCommerce,Header,ELECTRONICA,67.99
eCommerce,Header,ELECTRONICA,68.88
eCommerce,Header,ELECTRONICA,78.88
eCommerce,Header,ELECTRONICA,69.25
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,89.99
eCommerce,Header,ELECTRONICA,95.55
eCommerce,Header,ELECTRONICA,94.44
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,57.32
eCommerce,Header,ELECTRONICA,82.66
eCommerce,Header,ELECTRONICA,68.88
eCommerce,Header,ELECTRONICA,54.35
eCommerce,Header,ELECTRONICA,95.55
eCommerce,Header,ELECTRONICA,69.87
eCommerce,Header,ELECTRONICA,88.88
eCommerce,Header,ELECTRONICA,94.44
eCommerce,Header,ELECTRONICA,91.11
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,77.77
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,92.22
eCommerce,Header,ELECTRONICA,66.66
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,57.77
eCommerce,Header,ELECTRONICA,64.44
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,77.77
eCommerce,Header,ELECTRONICA,80
eCommerce,Header,ELECTRONICA,97.77
eCommerce,Header,ELECTRONICA,88.14
eCommerce,Header,ELECTRONICA,57.77
eCommerce,Header,ELECTRONICA,42.22
eCommerce,Header,ELECTRONICA,91.1
eCommerce,Header,ELECTRONICA,97.77
eCommerce,Header,ELECTRONICA,87.4
eCommerce,Header,ELECTRONICA,96.1
eCommerce,Header,ELECTRONICA,91.11
eCommerce,Header,ELECTRONICA,87.77
eCommerce,Header,ELECTRONICA,59.99
eCommerce,Header,ELECTRONICA,73.33
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,64.44
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,42.22
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,35.55
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,44.44
eCommerce,Header,ELECTRONICA,68.88
eCommerce,Header,ELECTRONICA,57.77
eCommerce,Header,ELECTRONICA,97.77
eCommerce,Header,ELECTRONICA,66.29
eCommerce,Header,ELECTRONICA,97.77
eCommerce,Header,ELECTRONICA,70.36
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,100
eCommerce,Header,ELECTRONICA,94.44
eCommerce,Header,ELECTRONICA,57.77
eCommerce,Header,ELECTRONICA,87.77
eCommerce,Header,ELECTRONICA,63.55
eCommerce,Header,ELECTRONICA,98.88
eCommerce,Header,FOTOGRAFIA,97.77
eCommerce,Header,FOTOGRAFIA,69.99
eCommerce,Header,FOTOGRAFIA,64.44
eCommerce,Header,FOTOGRAFIA,80
eCommerce,Header,FOTOGRAFIA,66.66
eCommerce,Header,FOTOGRAFIA,64.44
eCommerce,Header,FOTOGRAFIA,82.21
eCommerce,Header,FOTOGRAFIA,83.33
eCommerce,Header,FOTOGRAFIA,74.07
eCommerce,Header,FOTOGRAFIA,82.21
eCommerce,Header,FOTOGRAFIA,82.22
eCommerce,Header,FOTOGRAFIA,71.11
eCommerce,Header,JUGUETERIA,82.77
eCommerce,Header,JUGUETERIA,95.55
eCommerce,Header,JUGUETERIA,73.33
eCommerce,Header,JUGUETERIA,64.59
eCommerce,Header,JUGUETERIA,88.19
eCommerce,Header,JUGUETERIA,73.33
eCommerce,Header,JUGUETERIA,40.55
eCommerce,Header,JUGUETERIA,38.32
eCommerce,Header,JUGUETERIA,77.77
eCommerce,Header,JUGUETERIA,59.99
eCommerce,Header,JUGUETERIA,73.2
eCommerce,Header,JUGUETERIA,100
eCommerce,Header,JUGUETERIA,80
eCommerce,Header,JUGUETERIA,94.44
eCommerce,Header,JUGUETERIA,62.22
eCommerce,Header,JUGUETERIA,100
eCommerce,Header,JUGUETERIA,95.55
eCommerce,Header,JUGUETERIA,81.33
eCommerce,Header,JUGUETERIA,39.99
eCommerce,Header,JUGUETERIA,92.59
eCommerce,Header,JUGUETERIA,81.47
eCommerce,Header,JUGUETERIA,86.66
eCommerce,Header,JUGUETERIA,82.95
eCommerce,Header,JUGUETERIA,85.18
eCommerce,Header,JUGUETERIA,33.33
eCommerce,Header,JUGUETERIA,53.33
eCommerce,Header,JUGUETERIA,60.62
eCommerce,Header,JUGUETERIA,61.11
eCommerce,Header,JUGUETERIA,100
eCommerce,Header,JUGUETERIA,95.55
eCommerce,Header,JUGUETERIA,85.55
eCommerce,Header,JUGUETERIA,83.7
eCommerce,Header,JUGUETERIA,89.2
eCommerce,Header,JUGUETERIA,87.4
eCommerce,Header,JUGUETERIA,57.77
eCommerce,Header,JUGUETERIA,77.77
eCommerce,Header,JUGUETERIA,73.33
eCommerce,Header,JUGUETERIA,67.77
eCommerce,Header,JUGUETERIA,77.77
eCommerce,Header,JUGUETERIA,100
eCommerce,Header,JUGUETERIA,72.21
eCommerce,Header,JUGUETERIA,74.44
eCommerce,Header,JUGUETERIA,100
eCommerce,Header,JUGUETERIA,80.44
